objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237660670351970000,148.4244086669,10.2188196385,19.56231,17.79263,16.888,16.43352,16.08419,3538,301,4,205,1470566340967290000,GALAXY,0.1090986,1306,52996,513
1237661416600110000,205.8976309382,54.8811007227,19.20078,17.91057,17.3168,16.98437,16.7959,3712,301,2,168,1488496898275830000,GALAXY,0.09813393,1322,52791,208
1237668296598420000,196.9605265953,18.4154885344,15.66816,13.76339,12.91892,12.48739,12.213,5314,301,1,131,2930874213063490000,GALAXY,0.02172307,2603,54479,570
1237655107302920000,179.2275109105,59.0355654009,17.88159,16.49961,15.74626,15.32848,15.05632,2243,301,2,317,1074188540948020000,GALAXY,0.1013276,954,52405,291
1237648702967580000,185.8651533147,-1.1361427304,19.33216,17.8797,17.32971,17.11149,17.02826,752,301,1,283,2880107281620430000,STAR,0.0001475981,2558,54140,201
1237668297672620000,198.0954363342,19.1981362794,18.92476,17.67924,17.13077,16.8622,16.64367,5314,301,3,138,2947652486078430000,GALAXY,0.07409731,2618,54506,169
1237660637073440000,169.8074481422,47.6227609661,18.60141,17.39318,16.80165,16.51574,16.27897,3530,301,6,319,1622524896699510000,GALAXY,0.0338475,1441,53083,375
1237667252932580000,160.5796258945,26.6986770555,19.51658,18.3099,17.67961,17.30362,17.0968,5071,301,1,302,2652624916964210000,GALAXY,0.1046423,2356,53786,17
1237664819818660000,166.6696943378,36.7326500606,18.24578,16.5975,15.96099,15.73937,15.64403,4504,301,5,74,2285660982233560000,STAR,-3.321229E-005,2030,53499,306
1237665368506500000,166.297029881,30.9210152299,19.37167,19.21856,18.85191,18.78389,18.80511,4632,301,3,162,2355469799460460000,QSO,1.371655,2092,53460,317
1237671142013800000,171.1992479977,-7.9821977224,19.44429,18.45231,18.1654,18.06919,18.07455,5976,301,5,124,3238160501825370000,STAR,0.001043809,2876,54581,263
1237651753477800000,189.9397512196,2.095266797,19.45058,17.84802,17.07635,16.6984,16.37162,1462,301,3,431,586644193145809000,GALAXY,0.08583151,521,52326,183
1237661387603840000,210.1437133821,55.2542058617,18.06107,17.09933,17.0134,16.98856,16.9704,3705,301,4,88,1489716806527510000,GALAXY,0.01289649,1323,52797,550
1237662197751870000,239.2110916472,6.2671492124,19.42564,18.15082,17.64816,17.3079,17.08237,3894,301,1,238,2051526297804370000,GALAXY,0.06423184,1822,53172,497
1237678617961960000,16.5193717726,1.6521439039,19.18837,18.76314,18.70392,18.71605,18.56075,7717,301,2,440,10575848165852100000,QSO,0.7819319,9393,58100,983
1237678620101640000,358.7547239408,3.4571400423,19.03873,18.93775,18.69961,18.5331,18.27135,7717,301,6,321,9841574772580040000,QSO,2.129879,8741,57390,304
1237657776076820000,127.7372986831,36.2982354234,19.59343,17.81027,16.68149,16.17728,15.88724,2864,301,5,143,1347805862223180000,GALAXY,0.2031042,1197,52668,377
1237648702972760000,197.7896560078,-1.1048984538,16.96837,15.52211,15.01767,14.81456,14.73005,752,301,1,362,3266293157280640000,STAR,2.08643E-005,2901,54652,209
1237659149921880000,221.0095207269,54.591916154,19.00582,17.83069,17.45338,17.16772,17.06612,3184,301,4,27,1309529663453820000,GALAXY,0.04671422,1163,52669,393
1237659149924630000,229.698546499,51.0838473274,18.22839,16.80198,16.07204,15.59984,15.34608,3184,301,4,69,1311676460477470000,GALAXY,0.07644141,1165,52703,11
1237659133280980000,212.4878641243,52.5303459935,18.71919,17.8211,17.5512,17.4535,17.44361,3180,301,5,59,8263096628090790000,STAR,-0.000034854,7339,56782,426
1237668367461380000,239.6211708796,14.3601479194,17.20701,15.51147,14.73599,14.37099,14.06329,5330,301,5,70,2838420404442260000,GALAXY,0.03382675,2521,54538,97
1237668367465050000,247.8142962567,11.531977661,18.23416,17.06469,16.54182,16.38543,16.21386,5330,301,5,126,2851986729450100000,GALAXY,0.02421301,2533,54585,299
1237648702968630000,188.3188714644,-1.2466364443,16.04291,15.1052,14.74819,14.60099,14.53189,752,301,1,299,3259546827384450000,STAR,3.589147E-005,2895,54567,242
1237657400805750000,132.0060516951,39.8757247164,18.18915,17.13402,16.74583,16.57654,16.54406,2777,301,2,169,933385354944211000,STAR,0.000000546,829,52296,52
1237662305648180000,202.0607648338,40.5390699931,18.57854,17.4263,16.94766,16.62063,16.46142,3919,301,2,13,1648392282266690000,GALAXY,0.07887608,1464,53091,272
1237668311627010000,234.5621119327,13.8034093382,19.16393,17.62686,16.82121,16.39219,16.0748,5317,301,5,73,3116655390683590000,GALAXY,0.09233123,2768,54265,598
1237665015237710000,162.4955751166,31.9095106582,16.94718,15.796,15.32805,15.21861,15.2445,4550,301,1,44,7256597629731360000,GALAXY,0.005488616,6445,56366,628
1237654605314590000,134.5374312593,3.0390179611,19.59805,18.31947,17.71796,17.46774,17.3547,2126,301,3,103,3279775916502310000,STAR,-6.385216E-005,2913,54526,107
1237660774499350000,168.0361256131,44.6792437793,18.5306,17.65341,17.37582,17.12746,17.11593,3562,301,6,120,1535869636166310000,GALAXY,0.07453316,1364,53061,517
1237671935509070000,260.4086223413,31.1303537547,18.17075,16.95834,16.45986,16.15994,15.97658,6161,301,3,125,3348561090165370000,GALAXY,0.04787135,2974,54592,490
1237660637076460000,179.9947157641,48.5867754,19.35375,18.56581,18.39247,18.16033,18.21395,3530,301,6,365,1628217343224080000,GALAXY,0.08722033,1446,53080,604
1237661069777170000,131.6228476274,9.0894307201,19.41021,18.62669,18.57305,18.49008,18.32072,3631,301,4,102,5955080968985660000,QSO,2.700487,5289,55893,714
1237671935505070000,255.1201471311,39.268397616,17.71008,16.38424,15.84262,15.6115,15.49697,6161,301,3,64,2455631186656000000,STAR,-0.0009672354,2181,53524,158
1237668298750890000,209.0744363676,18.888181929,18.67531,17.27184,16.66695,16.31997,16.13412,5314,301,5,207,3103131676616710000,GALAXY,0.06383308,2756,54508,551
1237655124466860000,171.8126048686,4.1305995785,18.36664,16.85511,16.16289,15.8034,15.53316,2247,301,2,74,941254561006381000,GALAXY,0.02827068,836,52376,8
1237655124471580000,182.6314396864,4.3508486284,18.9751,17.38241,16.54628,16.13336,15.79595,2247,301,2,146,948015458005576000,GALAXY,0.1342655,842,52376,28
1237655107297870000,158.1601151424,56.3765096602,18.64739,17.04654,16.34188,16.07786,15.90229,2243,301,2,240,1066267384404270000,STAR,-4.656482E-005,947,52411,146
1237655107303240000,180.7075824906,59.2384284238,19.19093,18.11979,17.77884,17.51997,17.42968,2243,301,2,322,1074181943878250000,GALAXY,0.05428416,954,52405,267
1237661958298340000,213.7935605534,48.5133664353,18.671,16.98293,16.15521,15.68828,15.32758,3838,301,3,99,1882579743958660000,GALAXY,0.07121,1672,53460,273
1237661958297420000,210.7084474499,49.172660887,14.87415,12.87036,11.92525,11.42255,11.09778,3838,301,3,85,1880254570081310000,GALAXY,0.006713025,1670,54553,6
1237665106505560000,247.0989502079,18.0848314624,19.48766,19.89474,20.36603,20.83694,21.25863,4571,301,3,41,3343928022993500000,STAR,-0.003546711,2970,54589,19
1237668297676820000,208.0986694364,18.2802534276,18.97356,17.55739,16.79791,16.37454,16.05995,5314,301,3,202,3103052511779510000,GALAXY,0.06422283,2756,54508,263
1237667206213600000,104.9653653695,65.2263620971,18.95039,17.29992,16.68904,16.49319,16.40197,5060,301,2,131,2631278447695000000,STAR,-0.0001721654,2337,53740,183
1237655108374690000,170.1798658309,59.1763273809,18.43737,17.013,16.48055,16.29294,16.20302,2243,301,4,287,2695557835206450000,STAR,5.262725E-005,2394,54551,558
1237662337326250000,234.5203484113,36.0214655679,18.32643,17.35746,17.01405,16.86586,16.81964,3926,301,5,54,12094662677693200000,STAR,-0.0001683346,10742,58198,894
1237678619544650000,312.7489290982,2.1247277038,19.34103,18.25158,17.70848,17.47468,17.33005,7717,301,5,14,3169450917892220000,STAR,-0.0004337322,2815,54414,155
1237667211597580000,170.2483492437,29.2565339708,19.03175,17.06978,16.17042,15.74716,15.41239,5061,301,4,364,2496219113169380000,GALAXY,0.05635297,2217,53794,360
1237667211583550000,136.0139303429,20.93286039,19.53697,17.63803,16.68319,16.24544,15.98952,5061,301,4,150,2571593107711750000,GALAXY,0.09838982,2284,53708,137
1237651714259880000,245.021023625,49.4002922646,19.57977,17.84955,17.0042,16.59323,16.30283,1453,301,2,29,703780111618435000,GALAXY,0.09948018,625,52145,337
1237668336320770000,233.9532682052,16.6608871542,18.52494,17.64128,17.28456,17.13756,17.08406,5323,301,3,38,3132375388789960000,STAR,-0.0001128523,2782,54592,443
1237650761323050000,194.2561053214,-2.6757164441,18.86899,18.06443,17.81488,17.51101,17.53252,1231,301,3,167,379438197714741000,GALAXY,0.07135212,337,51997,36
1237655107307700000,200.3917467687,58.3420171155,17.57622,16.48274,16.16294,15.97901,15.78479,2243,301,2,390,1079811443513130000,GALAXY,0.02730417,959,52411,267
1237654599954790000,154.6033068193,3.2156753043,19.35679,17.91575,17.27904,16.90725,16.6954,2125,301,1,239,566439836865554000,GALAXY,0.09684189,503,51999,408
1237654599959310000,165.0459398612,3.4476386763,19.58849,18.2311,17.47042,16.97488,16.68692,2125,301,1,308,572069892312820000,GALAXY,0.1301146,508,52366,410
1237654599951120000,146.2005653534,2.8476078763,18.4985,17.41371,16.79533,16.33448,16.10651,2125,301,1,183,537220315810392000,GALAXY,0.09289091,477,52026,604
1237671935504480000,254.201093788,40.4111331408,18.77242,17.17105,16.60081,16.41409,16.32466,6161,301,3,55,2455696057842030000,STAR,-0.000015034,2181,53524,394
1237668336326150000,245.8223090751,12.4263684043,18.43886,16.88388,16.10867,15.6576,15.33916,5323,301,3,120,2848574383302140000,GALAXY,0.05147254,2530,53881,173
1237667211597190000,169.2551262108,29.2171047889,18.7518,16.99752,16.18172,15.81509,15.50471,5061,301,4,358,2491789730543330000,GALAXY,0.0454067,2213,53792,630
1237667211597320000,169.6373514144,29.1331325461,18.52656,16.90596,16.11918,15.73062,15.47065,5061,301,4,360,2493915636292410000,GALAXY,0.08255659,2215,53793,172
1237667211600070000,176.7532048624,29.948941927,18.10038,16.83516,16.37911,16.13096,15.93994,5061,301,4,402,2501887645450270000,GALAXY,0.03368698,2222,53799,502
1237667211600070000,176.8179251162,29.8781457525,17.225,15.85847,15.19473,14.80629,14.52353,5061,301,4,402,2501903588368870000,GALAXY,0.05345901,2222,53799,560
1237650797287700000,132.290523123,0.8432565778,18.55633,17.43465,16.82716,16.44149,16.17811,1239,301,6,80,525837619586689000,GALAXY,0.110275,467,51901,154
1237659161743720000,251.8218402242,30.6940303803,19.50902,18.5184,18.16192,18.02083,17.99904,3187,301,2,190,3918158147960810000,STAR,-0.0002879773,3480,54999,96
1237650794599480000,123.5107130312,-1.177340133,19.54876,17.67174,16.89333,16.62985,16.48145,1239,301,1,21,2316048740164590000,STAR,6.536891E-005,2057,53816,264
1237648702978590000,211.1017665859,-1.1563359427,19.41493,18.7834,18.8058,18.65338,18.33263,752,301,1,451,4545281657897500000,QSO,2.305373,4037,55631,86
1237667206213340000,103.6139113409,65.0707839724,17.36597,16.27492,15.97825,15.8951,15.88129,5060,301,2,127,2631308134508950000,STAR,7.863488E-006,2337,53740,291
1237658298461590000,161.4305235748,6.1906924331,17.66729,15.99391,15.21691,14.8369,14.55839,2986,301,2,286,1127106115893490000,GALAXY,0.02875255,1001,52670,292
1237657769639670000,163.0180644488,54.5435789268,19.24707,17.29006,16.18448,15.72948,15.38965,2863,301,1,224,1021270420155820000,GALAXY,0.1419784,907,52373,288
1237666308022400000,0.9862766845,24.0371863989,18.68677,17.1824,16.50786,16.21055,16.06225,4851,301,1,37,3153683370001590000,STAR,-0.0002360356,2801,54331,137
1237665127484230000,222.1249046282,28.3875916759,18.24679,17.156,16.80741,16.53114,16.42622,4576,301,2,662,2410577327344870000,GALAXY,0.05220708,2141,53764,93
1237671123219650000,125.9192037587,8.5484930048,19.3221,17.21036,16.25665,15.84822,15.51671,5972,301,2,68,2894700548274020000,GALAXY,0.08016539,2571,54055,43
1237655107303310000,180.8303652062,59.1198761357,18.80581,17.55272,17.0103,16.6951,16.48928,2243,301,2,323,1074167925104990000,GALAXY,0.05520613,954,52405,216
1237654599958070000,162.1312140624,3.4473246488,18.68554,17.56918,17.20558,16.88925,16.83883,2125,301,1,289,570931897559968000,GALAXY,0.06863988,507,52353,366
1237664874583230000,130.6942526413,23.9907381897,18.20032,16.44507,15.7331,15.50434,15.37048,4517,301,3,131,3797817973700400000,STAR,-6.208708E-005,3373,54940,573
1237657627912770000,164.2183257783,49.5111284301,19.49394,17.82549,16.99902,16.5368,16.23019,2830,301,1,331,986291661707438000,GALAXY,0.09009802,876,52669,12
1237651213896120000,257.880289306,62.6578922429,17.35881,16.29526,16.1414,16.1189,16.16,1336,301,6,28,396388538762947000,STAR,-0.0005258391,352,51694,261
1237661464380050000,244.8017271314,28.6368270434,19.06848,17.184,16.15136,15.68304,15.29595,3723,301,3,144,1584190695369890000,GALAXY,0.1036214,1407,52886,180
1237671261741450000,146.7377110331,14.2642287502,18.29537,16.48492,15.64098,15.25503,14.91394,6004,301,4,207,2907200622501590000,GALAXY,0.04108185,2582,54139,462
1237662499463890000,226.1779577186,43.9691861913,18.57415,17.38765,17.36499,17.43371,17.53123,3964,301,3,94,3816870861026210000,STAR,-0.0002915354,3390,54945,255
1237662499464020000,226.5309298439,43.8014786692,18.93065,17.68028,17.15065,16.92775,16.82048,3964,301,3,96,3816870311270390000,STAR,-0.0005219984,3390,54945,253
1237667206213730000,105.7606025687,65.1457134482,16.42741,15.1608,14.59747,14.3383,14.22268,5060,301,2,133,2631274324526390000,STAR,-0.0002509814,2337,53740,168
1237668333100530000,217.6432365779,15.5518889829,18.99173,17.53162,16.89229,16.51585,16.28477,5322,301,5,53,3092993075283260000,GALAXY,0.05139437,2747,54233,531
1237662683070070000,210.2447411389,33.4846263417,19.55291,18.36952,17.58419,17.17338,16.89514,4007,301,1,38,2388134652733840000,GALAXY,0.1460255,2121,54180,367
1237671931208930000,163.7338030165,9.2747562815,18.7609,17.85208,17.68216,17.55803,17.51475,6160,301,3,46,3249388988053610000,GALAXY,0.03220405,2886,54498,152
1237666310170020000,1.2462759903,25.6444106639,18.8457,17.04946,16.3663,16.14623,16.03503,4851,301,5,39,3153770506298090000,STAR,-0.0002905039,2801,54331,454
1237665548355170000,220.3841952502,22.2765947322,19.04282,18.86343,18.33205,18.14853,17.41223,4674,301,2,115,6773459571187140000,QSO,0.3341379,6016,56073,166
1237667206211630000,94.5795136975,63.9900967483,19.2341,17.58835,16.83623,16.52855,16.33804,5060,301,2,101,2588465388568210000,STAR,-0.0002520213,2299,53711,78
1237666339188640000,15.779432766,-0.1745097563,18.5181,16.99084,16.41169,16.20506,16.13053,4858,301,3,460,2604305503085420000,STAR,-8.137561E-006,2313,53726,360
1237658298453070000,141.9413906293,4.7577523064,19.56187,19.26076,18.95484,18.94637,18.79239,2986,301,2,156,1116975215318950000,QSO,1.016671,992,52644,300
1237679439350660000,33.3108682123,-6.5009038001,18.61538,16.88591,16.08581,15.71509,15.40166,7908,301,4,77,4947278507090920000,GALAXY,0.04242822,4394,55924,270
1237650760780350000,180.8643015032,-3.2624958985,18.26949,17.00952,16.79048,16.72006,16.71989,1231,301,2,78,372689401567799000,STAR,0.0003601429,331,52368,60
1237650760784220000,189.8174457306,-3.3200380896,17.09273,15.51663,14.93448,14.73436,14.66803,1231,301,2,137,3261815944808260000,STAR,-0.000022316,2897,54585,305
1237676442535660000,7.6636671626,36.0935730578,19.13383,17.47631,16.57509,16.07187,15.65201,7210,301,6,53,8030144195384860000,GALAXY,0.06767607,7132,56565,822
1237671262274520000,138.0183587073,12.9304547952,18.85377,17.32731,16.51242,16.11771,15.80287,6004,301,5,149,2900474359229470000,GALAXY,0.04985142,2576,54086,568
1237667206208750000,81.7853871914,61.2592528339,19.41509,17.62408,16.69821,16.26083,15.99825,5060,301,2,57,2589596235790840000,STAR,7.361178E-005,2300,53682,96
1237651700840920000,130.2354963066,52.9378810387,17.49352,16.09532,15.49448,15.13872,14.88381,1450,301,1,72,503366350291364000,GALAXY,0.05905857,447,51877,324
1237663269870830000,279.094417905,79.4660706799,18.53865,17.30682,17.18153,17.17852,17.19199,4143,301,6,51,3154915097818720000,STAR,-0.0003432269,2802,54326,522
1237659133282940000,218.9577852299,50.6857727434,19.41289,19.3026,19.23191,19.17244,18.9797,3180,301,5,89,9462249309838000000,QSO,2.137954,8404,57481,678
1237662339475510000,238.805534396,27.191264335,19.44608,17.5315,16.58544,16.15291,15.81286,3927,301,1,81,1863464735366740000,GALAXY,0.08550036,1655,53523,365
1237667206217730000,127.4396623469,65.2448010088,18.61975,17.37608,16.84393,16.62693,16.53473,5060,301,2,194,3699715147720400000,STAR,-0.000355675,3286,54910,29
1237671123220370000,127.4902576757,8.8404817785,17.18861,16.04735,15.77458,15.71635,15.73883,5972,301,2,79,1979478323016790000,STAR,-3.814378E-005,1758,53084,532
1237658300606780000,156.0921915067,7.4599025571,18.85673,17.94702,17.77271,17.54671,17.58396,2986,301,6,251,1123794113334900000,GALAXY,0.06744032,998,52750,531
1237658300611040000,165.9855781716,7.9814194789,19.35218,17.64555,16.73476,16.31067,16.01244,2986,301,6,316,1129388701546210000,GALAXY,0.08499384,1003,52641,404
1237658298455880000,148.4298797019,5.2015427838,18.63635,18.31962,18.02391,17.901,17.89777,2986,301,2,199,5403403204796110000,QSO,1.406395,4799,55656,762
1237662268074230000,228.2856652751,5.759501893,17.49787,16.12586,15.53949,15.20315,14.94049,3910,301,4,120,2062810328999160000,GALAXY,0.04220267,1832,54259,588
1237671935505140000,255.1554180285,39.0989531076,19.55254,18.11896,17.5553,17.35313,17.26384,6161,301,3,65,2455626788609480000,STAR,-8.733486E-005,2181,53524,142
1237669516906660000,3.859998703,6.8535059489,18.182,17.20577,16.91905,16.79402,16.75816,5598,301,2,141,9845120160138280000,STAR,-0.0004670056,8744,58124,914
1237668297682130000,220.6956698115,16.081638196,18.96395,17.50497,16.84765,16.51238,16.25768,5314,301,3,283,3109768329221400000,GALAXY,0.03630295,2762,54533,119
1237659743703930000,310.7656284138,1.1237121116,19.41484,18.11199,17.33931,16.87676,16.57287,3322,301,6,70,1104679098401190000,GALAXY,0.1217641,981,52435,623
1237665548350260000,208.5823218276,24.7952208739,19.25091,19.34766,19.0779,19.14677,19.1796,4674,301,2,40,2385856183253620000,QSO,1.277789,2119,53792,270
1237652936185150000,327.9184522952,-7.1343935441,18.36754,16.49556,15.55219,15.11507,14.77501,1737,301,6,137,725202996643785000,GALAXY,0.08433493,644,52173,449
1237674648847910000,163.8880576809,-1.2462421193,19.22109,17.93322,17.13979,16.68958,16.3885,6793,301,1,22,310763249723271000,GALAXY,0.09811664,276,51909,54
1237671934429360000,251.0702123701,42.5329071502,19.27797,18.70342,18.10696,17.65791,17.49411,6161,301,1,34,707227079531325000,QSO,0.1608709,628,52083,589
1237661381702390000,156.0492800096,37.500616856,19.56821,17.58981,16.61703,16.19206,15.78916,3704,301,1,151,5133115208152400000,GALAXY,0.09959463,4559,55597,500
1237648702967580000,185.9556033733,-1.1212802043,15.19889,14.31452,14.05697,13.92906,13.91172,752,301,1,283,2880087490411130000,STAR,-0.0001422776,2558,54140,129
1237658298457520000,152.2391463544,5.6364383121,18.90482,16.96526,16.00605,15.60072,15.27423,2986,301,2,224,1121429886628550000,GALAXY,0.08890046,996,52641,122
1237658298447040000,128.2985204371,3.4643410687,19.22038,17.83795,17.1883,16.82475,16.53461,2986,301,2,64,1335374783390440000,GALAXY,0.03106704,1186,52646,209
1237667208361080000,103.9265265201,66.8320735859,19.49591,18.28925,17.88059,17.7269,17.70404,5060,301,6,131,2631318579869410000,STAR,-0.0003525306,2337,53740,329
1237658298460730000,159.5204713599,5.9632378921,19.18228,16.99176,16.03478,15.579,15.23608,2986,301,2,273,1125980215533660000,GALAXY,0.06824891,1000,52643,292
1237655108383080000,207.5104738179,58.1020478333,19.40943,18.48578,18.26476,18.18736,18.24839,2243,301,4,415,9231336748830970000,STAR,-0.0005283004,8199,57428,303
1237663229074870000,320.8505426535,73.4143498471,19.19732,17.11025,15.98094,15.41599,15.0997,4134,301,2,146,2857620896640690000,STAR,-0.0002829102,2538,54271,316
1237662199889660000,217.3069027777,11.2129871852,18.31612,17.03928,16.51067,16.24433,16.05381,3894,301,5,90,1924267178794710000,GALAXY,0.02693901,1709,53533,379
1237658304354120000,165.6168580729,59.3674325029,18.44421,18.27136,17.98127,18.03399,18.12332,2987,301,5,87,1069709130123470000,QSO,1.045505,950,52378,379
1237658304354910000,168.9281303906,59.8649089717,19.4816,19.48136,19.28102,19.23367,19.25338,2987,301,5,99,8003075870406500000,QSO,1.37925,7108,56686,652
1237655129845470000,258.2282470939,32.1553890674,18.62427,16.66107,15.71021,15.27932,14.96079,2248,301,4,225,1098910510276960000,GALAXY,0.07977357,976,52413,117
1237663457775260000,314.3674327657,0.0949050424,18.55314,17.49614,17.09065,16.92915,16.86647,4187,301,4,45,1153041948542530000,STAR,-0.0001826012,1024,52826,438
1237655107291120000,136.6274495246,48.0329857249,19.49697,18.01315,17.11815,16.64952,16.31733,2243,301,2,137,861347001655126000,GALAXY,0.1080641,765,52254,122
1237654599959580000,165.6110048122,3.5775927038,19.18907,18.96616,18.61381,18.43384,18.01992,2125,301,1,312,653035454714636000,QSO,0.2808717,580,52368,49
1237665531188020000,243.7998425341,14.5210997818,18.7778,16.73914,15.7627,15.29548,14.91472,4670,301,2,309,2474800903618590000,GALAXY,0.07238175,2198,53918,265
1237662193994170000,198.6787939272,41.1407768574,19.19114,18.07404,17.66574,17.35611,17.24471,3893,301,2,244,1643833707846460000,GALAXY,0.06688758,1460,53138,72
1237661382777440000,159.1745697377,39.2687470119,19.15972,17.15939,16.20698,15.79823,15.45805,3704,301,3,171,1610056708359480000,GALAXY,0.09355351,1430,53002,72
1237667211591160000,154.0328989092,26.4083464391,19.09975,17.48093,16.62392,16.21786,15.92923,5061,301,4,266,2642606991159090000,GALAXY,0,2347,53757,436
1237650369410240000,184.6836442677,-3.5047582081,17.89556,16.7786,16.35495,16.16582,16.12268,1140,301,1,212,374961816301758000,STAR,7.817714E-005,333,52313,135
1237679319626680000,1.140112409,10.7224204616,18.88427,17.82925,17.47172,17.3267,17.24258,7880,301,5,50,6960345763546420000,STAR,-0.0007559882,6182,56190,118
1237664854187510000,231.7167264118,28.5157425228,19.10732,17.27699,16.39835,15.98457,15.65513,4512,301,5,213,2078585570635840000,GALAXY,0.06508059,1846,54173,634
1237657769638820000,160.056498376,53.904898099,18.84541,16.99231,16.17604,15.78423,15.4867,2863,301,1,211,1020136273827880000,GALAXY,0.04690119,906,52368,258
1237674655290030000,216.5573161957,-2.3580337586,17.92979,17.09214,16.74511,16.60895,16.56314,6794,301,5,17,1033641300877930000,STAR,0.0002341306,918,52404,237
1237655107293090000,142.1244059782,50.810141755,19.0121,18.77135,18.56304,18.62159,18.72634,2243,301,2,167,863579285103864000,QSO,1.030527,767,52252,51
1237652901295290000,23.918300608,-8.922005252,17.91162,16.50802,16.05963,15.90685,15.84065,1729,301,5,240,3208911016612100000,STAR,-7.087604E-006,2850,54461,350
1237655107290330000,134.8230233589,46.879260888,19.16678,17.57181,16.62962,16.1866,15.88266,2243,301,2,125,1011147220507980000,GALAXY,0.117167,898,52606,324
1237667212668110000,161.9621418249,28.8413233772,19.17044,18.06594,17.75927,17.62208,17.59131,5061,301,6,315,3673909059674810000,STAR,0.0002578181,3263,54887,355
1237667212668960000,164.145950449,29.3118055785,18.82714,17.84986,17.59666,17.49016,17.43335,5061,301,6,328,11794945702609800000,STAR,0.0001262584,10476,58141,66
1237667212669350000,165.1238500324,29.5209515765,18.66477,18.55983,18.34035,18.3625,18.47389,5061,301,6,334,2489458216035970000,QSO,1.086656,2211,53786,340
1237658298461320000,160.9008377877,6.081427987,18.44002,16.52514,15.61028,15.21578,14.89649,2986,301,2,282,1125913969958090000,GALAXY,0.05662593,1000,52643,51
1237654599957090000,159.8362022999,3.369239915,17.88817,16.2008,15.45287,15.04943,14.74987,2125,301,1,274,649655555954076000,GALAXY,0.05477197,577,52367,41
1237654599949550000,142.707316231,2.5428803239,18.9598,17.5901,16.86719,16.51859,16.26614,2125,301,1,159,640715425180576000,GALAXY,0.09033206,569,52264,285
1237660637075540000,176.8439958034,48.397290747,19.01518,17.4209,16.50696,16.06283,15.74384,3530,301,6,351,1628143950822930000,GALAXY,0.1303611,1446,53080,337
1237666406868060000,82.8705167813,-1.0106932897,17.27157,16.03448,15.55562,15.35978,15.26402,4874,301,1,974,2310381575394580000,STAR,0.0002125639,2052,53401,127
1237667206211110000,92.3172544814,63.6373042559,18.59812,16.99174,16.30951,16.05664,15.9283,5060,301,2,93,2588497274405410000,STAR,-4.902758E-005,2299,53711,194
1237663234986540000,359.375236855,34.7906312431,19.02603,18.72787,18.42037,17.97544,17.9628,4135,301,5,239,8725808256755460000,QSO,0.1525577,7750,58402,305
1237655742411370000,232.0526952377,3.8705614328,19.42019,17.91963,17.11805,16.67694,16.31744,2391,301,1,167,666688359720053000,GALAXY,0.03755199,592,52025,566
1237655742404620000,216.6677373082,5.2045982858,19.32623,18.21861,17.59439,17.27785,17.10063,2391,301,1,64,658740814830135000,GALAXY,0.1130635,585,52027,325
1237662341091750000,251.1595288045,20.7015405956,17.12067,15.90182,15.31501,14.9516,14.71089,3927,301,4,167,1766598304759570000,GALAXY,0.03268116,1569,53168,223
1237655107303830000,183.3039400317,59.1950012684,18.53979,17.17367,16.45474,16.08014,15.81949,2243,301,2,331,1075305644828940000,GALAXY,0.09530131,955,52409,259
1237652936182530000,321.9246406636,-6.3918948943,19.32727,18.23643,17.87254,17.54495,17.411,1737,301,6,97,720731008428698000,GALAXY,0.08680471,640,52200,564
1237665532248130000,212.6110378442,25.1848271047,19.22119,18.36131,18.03808,17.92715,17.84444,4670,301,4,101,6766780038451060000,STAR,-0.0007784045,6010,56097,442
1237678893886210000,12.2681335188,34.9058327951,19.53417,17.51739,16.45365,15.97095,15.56209,7781,301,4,22,7739603195295720000,GALAXY,0.1071809,6874,56550,608
1237679340034790000,41.4939453502,-6.1262904731,19.30485,17.52821,16.54292,16.09819,15.72022,7885,301,3,157,7943448253475080000,GALAXY,0.136969,7055,56576,816
1237660637061780000,136.2271846023,37.1873314128,18.92229,17.83828,17.31789,17.01289,16.85054,3530,301,6,141,1053847031111510000,GALAXY,0.07644984,936,52705,17
1237660637076000000,178.4384404075,48.4225228469,19.33553,18.13248,17.65785,17.35257,17.18564,3530,301,6,358,1628176111538040000,GALAXY,0.05282566,1446,53080,454
1237660637062100000,136.9470311923,37.5838395716,18.62761,17.35011,16.84469,16.56359,16.43555,3530,301,6,146,1055035878092600000,GALAXY,0.02163654,937,52707,246
1237671123221090000,129.2346036066,9.2739099737,18.36374,16.70318,16.0707,15.85797,15.77807,5972,301,2,90,1980546498512840000,STAR,0.0001679275,1759,53081,322
1237661055818660000,50.1240046283,41.6598757569,19.02065,17.27061,16.47651,16.15183,15.97578,3628,301,2,104,1874761658409180000,STAR,1.432889E-005,1665,52976,503
1237657873795060000,148.6087371926,43.3531049988,19.51325,18.64757,18.10476,17.77957,17.67957,2887,301,3,261,1059482028270970000,GALAXY,0.1852734,941,52709,37
1237665098454530000,122.4168673786,18.2208493182,18.10111,16.82047,16.19087,15.80336,15.53037,4569,301,4,72,2343164613350160000,GALAXY,0.07654364,2081,53357,607
1237667442975380000,195.9476821175,27.0105853366,19.10784,17.84239,17.25715,16.93879,16.73186,5115,301,3,157,2524322636398360000,GALAXY,0.07657594,2242,54153,200
1237654879129040000,220.9450866945,3.1151849334,18.53713,17.45548,16.93887,16.70974,16.5623,2190,301,1,260,660958529766582000,GALAXY,0.02511278,587,52026,201
